GEO/TIME,GDP,SENTIMENT,SNP_VOL,SNP_CLOSE,US_BOND_YIELD,BRENT,EA_PMI,DAX_CLOSE,DAX_VOL,OMXTGI_CLOSE
2000Q3,0.012342607,0.007692308,0.162601114,-0.073064661,0.057435016,-0.062323238,-0.030971528,-0.014821273,-0.070141423,0.003308342
2000Q4,0.022499713,0.064538515,0.102523165,-0.073401515,0.33554999,-0.052810404,-0.129527868,-0.039823009,-0.079970563,-0.056720596
2001Q1,0.014424002,-0.035202086,-0.033603297,-0.009723122,0.069428883,-0.020558294,0.054109766,-0.041474654,0.07592321,0.069184921
2001Q2,0.001248104,0.031418919,-0.033550997,-0.092209478,0.21736909,-0.167440889,-0.072231728,-0.066346154,-0.106127254,-0.077692054
2001Q3,0.020639053,-0.050442188,0.127900807,-0.011353466,-0.0507055,-0.042218409,-0.235278619,-0.079299691,-0.026961464,0.032745913
2001Q4,0.014671552,0.103139013,0.011634342,0.01105664,0.066864825,0.056756536,0.092161929,0.05704698,0.089108911,0.275959995
2002Q1,0.006978303,0.011257036,0.037627767,-0.074000095,0.026115598,-0.083757179,0.185488959,0.022222222,-0.021713538,0.055989936
2002Q2,0.034967469,0.022572665,0.161427337,-0.156646075,0.267910146,-0.285067622,0.074906865,-0.034161491,-0.183781254,-0.065722193
2002Q3,0.020043567,-0.005745388,-0.062467185,0.022293102,-0.072297476,-0.080170989,-0.007179106,-0.02357985,-0.021869113,0.185436569
2002Q4,0.007323855,0.018552311,-0.075077181,-0.058055657,0.20796055,-0.175857887,0.178905373,-0.015367728,-0.037514654,0.029720338
2003Q1,0.022935845,-0.04120633,0.06711446,0.121798171,-0.057375847,0.184816163,-0.169733503,0.021181717,-0.066034453,0.159370681
2003Q2,0.023158773,0.004671442,-0.059519424,0.048784418,-0.016351864,0.1185221,0.08712266,0.017467249,0.198416395,0.13976408
2003Q3,0.009842306,-0.010849348,-0.020537592,0.075657334,-0.084694979,0.11123816,0.033040422,0.052575107,0.001010494,0.002517452
2003Q4,0.026102525,0.001880288,0.115869403,0.05633641,0.185558922,0.049824504,0.086197119,0.001019368,-0.071362013,0.181832519
2004Q1,0.023195099,0.018142008,-0.062875847,-0.009834581,-0.167427698,0.002169521,0.110368592,0.022403259,0.151684924,0.049711564
2004Q2,-0.006795656,-0.025192012,-0.065170944,-0.014331427,-0.024786023,-0.032245054,0.167575701,0.002988048,-0.076018297,0.038527355
2004Q3,0.022604924,-0.034982666,0.125407803,0.05884585,0.037325118,0.066409945,0.06709085,-0.000993049,-0.009665252,0.174003107
2004Q4,0.020792304,0.053886349,0.072378923,0.014084427,0.101510724,0.049567648,0.080006038,-0.019880716,0.030548282,0.296747804
2005Q1,0.017561434,0.019212891,0.23314153,-0.007230484,0.025722567,0.021432515,0.082395695,-0.011156187,-0.064367108,0.127674181
2005Q2,0.039596981,0.003344482,0.009684491,0.040579939,0.046481753,0.11552218,0.19066374,0.01025641,0.039664253,0.055394673
2005Q3,0.023954546,0.043333334,0.099624156,0.005826266,-0.083287916,0.052195342,-0.074670571,0.031472081,0.064904227,0.044827156
2005Q4,0.023085881,-0.008132443,0.046276699,0.040712268,0.189514198,0.122952404,0.08567745,0.020669291,0.035156831,-0.020511902
2006Q1,0.022977859,0.004099561,0.066569551,-0.001221597,0.115399095,-0.003108321,0.125985102,0.037608486,0.100021541,-0.040176713
2006Q2,0.020945378,0.032954214,-0.043668717,0.016990833,-0.144054579,0.00919185,0.001246405,0.016728625,-0.063120105,0.042138844
2006Q3,0.022898479,-0.003387916,0.095183072,0.071633392,-0.013801265,0.092851461,-0.142775065,0.011882998,-0.040339999,0.195077748
2006Q4,0.02480936,-0.009348442,0.102914398,0.016452737,0.352845244,0.065009015,-0.032115728,-0.002710027,0.018150138,0.166076207
2007Q1,0.033158351,-0.035173005,0.063353177,0.058702461,-0.036174317,0.140912233,0.18731606,0.015398551,0.03772105,0.004356918
2007Q2,0.003906944,-0.067279194,0.171987609,-0.013358162,0.071145942,-0.009245377,0.092879708,-0.029438002,-0.04576376,0.005636521
2007Q3,0.002004835,-0.056879568,0.034447903,0.009620714,-0.099945137,0.037829105,0.181535177,-0.035845588,-0.10117376,-0.17697002
2007Q4,-0.006002472,-0.020552561,0.18983316,-0.103803614,0.377428273,-0.159544199,0.094587474,-0.027645377,-0.150376542,-0.149892633
2008Q1,-0.022201172,-0.046095631,-0.024491023,0.008455113,-0.268601588,0.016343782,0.2523297,-0.057843137,0.111173975,-0.084799934
2008Q2,0.010161863,-0.053011179,0.332615533,-0.085932754,0.269565589,-0.084590293,-0.057662209,-0.061394381,-0.014002037,-0.132373152
2008Q3,0.000479506,-0.143945164,0.105658282,-0.255162691,0.141865065,-0.227688938,-0.522188875,-0.201773836,-0.210689388,-0.431772
2008Q4,-0.117981847,-0.113879004,0.025900692,-0.147891801,-0.265095543,-0.152116362,-0.187095987,-0.061111111,-0.065532657,-0.045540233
2009Q1,-0.026524028,0.041666667,-0.038408542,0.149408184,-0.195160045,0.183589107,0.321005251,0.022189349,0.179929988,0.06679355
2009Q2,-0.033747325,0.103614458,-0.125638175,0.130532924,-0.154046445,0.134514229,0.161905844,0.12301013,0.009592563,0.282099617
2009Q3,-0.019665423,0.121834061,-0.140545331,0.059291787,0.096295037,0.031959267,0.094281525,0.12757732,0.022235283,0.080052861
2009Q4,0.004689648,0.06150253,-0.030269893,0.031066364,0.109134033,0.021323227,0.021707088,0.075428571,0.057589115,0.360322181
2010Q1,0.013783328,0.072607261,0.269777901,-0.012240911,0.183162631,0.040594356,0.029639344,0.040382572,-0.101658059,-0.00194191
2010Q2,0.01266784,0.035555556,-0.266301067,-0.004439323,-0.269515184,0.01310008,-0.02152592,0.024514811,-0.203126576,0.022476873
2010Q3,0.014663699,0.047870584,-0.0093575,0.100032501,-0.069538963,0.103913123,0.125574937,0.026919242,0.102898367,0.182866749
2010Q4,0.021009044,0.02110901,-0.065104623,0.087732814,0.203920992,0.058753545,0.21387818,0.031067961,0.175809043,0.106886954
2011Q1,0.020278033,-0.021289725,0.017851171,0.022918533,0.212353892,0.037084578,0.118140244,-0.02165725,-0.072418505,-0.102962943
2011Q2,0.019086763,-0.034363178,0.192138331,-0.09600814,0.478780754,-0.168530664,-0.034253579,-0.092396535,-0.269044613,-0.097759047
2011Q3,0.016707182,-0.044074437,-0.120513293,0.031645065,-0.2046834,-0.017191616,-0.034792071,-0.016967126,-0.119907874,-0.086846353
2011Q4,-0.000326044,0.015710382,-0.05923507,0.087469996,0.036916278,0.117675871,0.083122581,0.002157497,-0.019954204,0.052577923
2012Q1,0.005935944,-0.003026227,0.00583706,-0.003954426,-0.112267642,-0.040468758,-0.085014206,-0.033369214,-0.139686248,0.065986968
2012Q2,0.01225575,-0.011467116,-0.123703716,0.038367237,-0.058451738,0.078045563,0.011037663,-0.054565702,-0.090009699,0.072224642
2012Q3,0.005007367,-0.016035483,-0.016616121,0.006615293,-0.199236695,0.062947075,0.00431821,-0.005889282,0.076103176,0.050467065
2012Q4,0.00888124,0.028085992,0.019173275,0.076965023,0.164043395,0.046436659,0.021861563,0.046208531,0.134112519,0.132752909
2013Q1,0.004791138,-0.011467116,0.06947345,0.055131188,-0.181784,0.038978579,-0.088153371,-0.013590034,0.103406114,0.032058791
2013Q2,-0.002567542,0.004776527,-0.128704702,0.034265574,-0.15813142,0.03103613,0.075000812,0.039035591,0.259616906,0.027523048
2013Q3,-0.002490097,0.022071307,0.030893335,0.082087896,-0.157924569,0.120842391,-0.009612769,0.060773481,0.044237778,-0.006027902
2013Q4,-0.00049505,0.005647841,0.059678686,0.019160147,0.156857092,0.02011658,-0.009553459,0.035416667,-0.031291371,-0.019180798
2014Q1,0.016418492,-0.030393129,-0.087270044,0.045947141,-0.131384084,0.028895637,0.014175655,0.011066398,-0.053174307,-0.025290608
2014Q2,0.004074608,-0.012265758,-0.03597425,0.024026701,0.0058558,-0.034977371,-0.071801884,-0.015920398,-0.028080304,-0.023504765
2014Q3,0.013402999,0.034149707,0.244020555,0.040326226,0.227807266,0.02685245,-0.249648083,0.005055612,-0.095585257,-0.018923271
2014Q4,0.014978297,-0.041360907,-0.064171743,0.003722022,0.014467161,0.169987121,-0.294315257,0.006036217,-0.1624123,0.106419383
2015Q1,-0.013964181,-0.02644398,-0.055295448,0.01437077,-0.085721861,-0.007309593,0.14423493,0.027,0.154161469,0.017551404
2015Q2,0.019720834,0.01143674,0.152398062,-0.041553642,0.154800233,-0.076428187,-0.18575751,0.006815969,-0.00169858,0.010929195
2015Q3,0.007448232,0.031095406,0.011961074,0.0346328,-0.145072182,0.055925433,-0.132647644,0.01934236,0.026759474,0.019712217
2015Q4,-0.001853247,0.000685401,0.133072439,-0.043764135,0.192677545,-0.112701033,-0.226608523,-0.027514231,-0.177915035,0.045142389
2016Q1,0.016233605,0.00239726,-0.112325064,0.055443081,-0.109310717,0.024702785,0.350974379,0.009756098,-0.057907275,0.064941795
2016Q2,-0.001856339,0.021865391,-0.09904546,0.040202137,-0.063469299,0.048676536,0.005784579,0.000966184,-0.098618946,0.016888444
2016Q3,0.011148959,0.015045135,0.064461033,0.007826103,0.043858395,0.042783314,0.074257426,0.021235521,0.434613724,0.048335216
2016Q4,0.011984395,0.020092226,-0.06569975,0.067253828,-0.024860366,0.088336122,0.09135267,0.012287335,0.083784597,0.055882036
2017Q1,0.019724696,0.021310946,0.021166819,0.030574299,-0.021665197,0.047518961,-0.074701937,0.013071895,-0.058986815,0.014073176
2017Q2,0.018986689,0.004426178,-0.114009441,0.033506893,-0.07358037,-0.010038989,0.04912422,0.02764977,-0.006047198,0.103983375
2017Q3,0.003581128,-0.003147623,0.045834768,0.058319518,0.00363785,0.058596416,0.180771445,0.019730942,0.068110996,-0.008931971
2017Q4,0.014456859,-0.005367856,0.112344755,0.035719849,0.292559786,-0.036994788,0.085757625,-0.009674582,0.15712698,0.049331843
2018Q1,0.010615788,-0.022539683,-0.043399249,-0.013061059,-0.079473201,-0.005277032,0.115158168,-0.005328597,0.033377356,-0.033653747
2018Q2,0.007757417,0.008769081,-0.118690829,0.069390673,-0.144397728,-0.002843855,0.009709172,-0.008928571,0.030905077,-0.013063664
2018Q3,0.006845362,-0.007405022,0.298860762,-0.075654065,0.051174959,-0.110983213,-0.099836044,-0.027027027,-0.001690522,-0.0347244
2018Q4,0.013765189,-0.023029517,-0.101005015,0.043143295,-0.058110319,0.0285918,-0.067096584,-0.018518519,-0.123955746,0.036572933
2019Q1,0.016370484,-0.01062417,-0.051540409,0.038046423,0.065343196,0.06590545,0.091076988,-0.023584906,-0.142912371,0.013569379
2019Q2,0.004262057,-0.025838926,0.030234269,0.028233783,-0.012024394,0.002376785,-0.101465396,-0.017391304,-0.217861976,-0.000517168
2019Q3,0.006971017,-0.023079573,-0.009568448,0.059181096,-0.145214595,0.076478517,0.023897949,-0.007866273,0.035371011,0.012973227
2019Q4,0.003647566,0.024330042,0.457174164,-0.068547993,0.829716695,-0.115470618,-0.20454187,-0.055500496,-0.378945414,-0.046815345
2020Q1,-0.012066581,-0.257142857,0.116974372,0.033396734,-0.149112574,-0.001400254,-0.41825271,-0.288562434,-0.425112108,-0.022971741
2020Q2,-0.058116609,0.190917516,-0.241884628,0.118957318,-0.386563454,0.093789018,0.464159946,0.241887906,-0.008840354,0.003192025
2020Q3,0.036193272,0.073929961,0.047823756,0.050642217,0.033363684,0.014386055,0.030879044,0.060570071,0.375131166,0.069003419
2020Q4,0.021968412,0.034782609,0.133342825,0.079887975,0.009804782,0.09492919,0.373221946,0.024636058,0.640213658,0.15730266
2021Q1,0.033305379,0.112394958,-0.250087412,0.103015407,-0.167889088,0.091423364,0.131754905,0.207650273,0.082809956,0.114663089
2021Q2,0.024190476,0.028328612,-0.19589969,0.042790303,-0.102770069,0.011979016,0.067360775,0.064253394,-0.125241676,0.165944898
2021Q3,0.01025301,-0.016528926,0.010776891,0.053917136,0.213259858,0.000720191,0.083253936,-0.043367347,0.10805501,0.048463204
2021Q4,0.01766462,,,,,,,,,